master_person_id,total_campaign_memberships,total_responses,real_engagement_count,automated_touch_count,automation_ratio,webinar_attended_count,event_attended_count,content_response_count,email_response_count,last_response_date,days_since_last_response,responses_7d,responses_14d,responses_30d,responses_90d,response_velocity_30d,engagement_burst_flag,sustained_engagement_flag,seniority_score,persona_score,profile_completeness_score,non_prospect_flag,account_id,is_icp_qualified,is_named_account,intent_score,do_not_contact,account_response_count,engaged_contacts_on_account,account_surge_flag,duplicate_email_flag,shared_mailbox_flag,broken_conversion_link_flag,missing_title_flag,missing_account_flag,opted_out_flag,bounced_or_left_company_flag,structural_block_flag,risk_score,eligibility_status,engagement_quality_score,buying_committee_strength
MP00000000000393,4,2,2,0,0.0,1,0,1,0,2026-05-10 11:00:00,20.541655092592592,0,0,2,2,2.0,False,False,85,0,85.71428571428571,False,0013Vpazov026aO0Tg,True,False,90.0,False,7,3,False,False,False,False,False,False,False,True,True,100,Blocked,60.0,100.0
MP00000000000394,27,8,8,17,0.6296296296296297,5,1,2,0,2026-05-24 14:00:00,6.416655092592593,2,2,3,8,0.6,False,True,25,75,100.0,False,001CtlRJoWcURYxPY8,False,True,30.0,False,16,4,True,True,False,False,False,False,False,False,False,30,Eligible,68.75,66.66666666666666
MP00000000000395,14,3,3,9,0.6428571428571429,1,0,1,1,2026-05-24 14:00:00,6.416655092592593,2,2,3,3,3.0,False,True,50,0,71.42857142857143,False,001JnOng0wVJY08YMN,True,False,90.0,False,5,2,False,False,False,False,True,False,False,False,False,15,Eligible,46.666666666666664,66.66666666666666
MP00000000000396,10,1,1,9,0.9,1,0,0,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,1,1.0,False,False,50,75,100.0,False,0017KUSyekoZy3uUi9,True,False,73.0,False,1,1,False,True,False,False,False,False,False,False,False,30,Eligible,70.0,33.33333333333333
MP00000000000397,3,1,1,2,0.6666666666666666,0,0,1,0,2026-04-24 21:04:04,36.12216435185185,0,0,0,1,0.0,False,False,0,60,71.42857142857143,False,001GoEd9Sf53GRx8ff,False,False,65.0,False,9,4,True,False,False,False,True,False,False,False,False,15,Eligible,50.0,100.0
MP00000000000398,3,2,2,1,0.3333333333333333,2,0,0,0,2026-05-13 21:04:04,17.12216435185185,0,0,2,2,2.0,False,False,0,0,71.42857142857143,False,0014vvVSNQLlpIn8sr,True,False,87.0,False,9,3,False,False,False,False,False,False,False,False,False,0,Eligible,70.0,100.0
MP00000000000399,1,1,1,0,0.0,0,0,1,0,2026-05-23 21:04:04,7.122164351851852,0,1,1,1,1.0,False,False,25,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,50.0,0.0
MP00000000000400,10,1,1,8,0.8,0,0,1,0,2026-05-08 21:04:04,22.12216435185185,0,0,1,1,1.0,False,False,50,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,50.0,0.0
MP00000000000401,4,2,2,1,0.25,2,0,0,0,2026-05-28 21:04:04,2.122164351851852,2,2,2,2,2.0,False,False,25,60,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,70.0,0.0
MP00000000000402,3,1,1,0,0.0,1,0,0,0,2026-04-22 21:04:04,38.12216435185185,0,0,0,1,0.0,False,False,0,85,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,70.0,0.0
MP00000000000403,1,0,0,1,1.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,0.0,0.0
MP00000000000404,5,1,1,2,0.4,0,0,0,0,2026-04-20 21:04:04,40.12216435185185,0,0,0,1,0.0,False,False,25,60,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,0.0,0.0
MP00000000000405,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,50,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,0.0,0.0
MP00000000000406,2,1,1,0,0.0,1,0,0,0,2026-05-16 21:04:04,14.122164351851852,0,0,1,1,1.0,False,False,70,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,70.0,0.0
MP00000000000407,2,1,1,0,0.0,0,0,1,0,2026-05-09 21:04:04,21.12216435185185,0,0,1,1,1.0,False,False,0,75,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,50.0,0.0
MP00000000000408,11,1,1,7,0.6363636363636364,0,0,0,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,1,1.0,False,False,50,75,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,0.0,0.0
MP00000000000409,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,50,75,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,0.0,0.0
MP00000000000410,2,1,1,0,0.0,1,0,0,0,2026-05-28 21:04:04,2.122164351851852,1,1,1,1,1.0,False,False,50,0,71.42857142857143,True,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,True,30,Blocked,70.0,0.0
MP00000000000411,14,3,3,8,0.5714285714285714,1,0,2,0,2026-05-24 14:00:00,6.416655092592593,1,1,2,3,2.0,False,True,70,60,85.71428571428571,False,,False,False,0.0,False,0,0,False,True,False,False,False,True,False,False,False,45,Restricted,56.666666666666664,0.0
MP00000000000412,1,1,1,0,0.0,1,0,0,0,2026-05-30 21:04:04,0.12216435185185186,1,1,1,1,1.0,False,False,0,0,42.857142857142854,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,70.0,0.0
MP00000000000413,2,2,2,0,0.0,1,0,1,0,2026-05-21 21:04:04,9.122164351851852,0,1,2,2,2.0,False,False,50,75,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,60.0,0.0
MP00000000000414,2,1,1,1,0.5,0,0,1,0,2026-04-22 21:04:04,38.12216435185185,0,0,0,1,0.0,False,False,25,60,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,True,False,True,100,Blocked,50.0,0.0
MP00000000000415,1,1,1,0,0.0,0,0,1,0,2026-04-22 21:04:04,38.12216435185185,0,0,0,1,0.0,False,False,50,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,50.0,0.0
MP00000000000416,13,4,4,9,0.6923076923076923,1,0,3,0,2026-05-28 21:04:04,2.122164351851852,2,3,3,4,3.0,True,True,25,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,55.0,0.0
MP00000000000417,10,2,2,8,0.8,0,0,2,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,2,1.0,False,False,50,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,50.0,0.0
MP00000000000418,9,1,1,8,0.8888888888888888,0,0,1,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,1,1.0,False,False,0,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,50.0,0.0
MP00000000000419,12,3,3,8,0.6666666666666666,2,0,1,0,2026-05-24 14:00:00,6.416655092592593,1,2,2,3,2.0,False,True,70,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,True,False,False,True,False,True,True,100,Blocked,63.333333333333336,0.0
MP00000000000420,4,2,2,0,0.0,1,0,1,0,2026-05-29 21:04:04,1.1221643518518518,2,2,2,2,2.0,False,False,25,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,60.0,0.0
MP00000000000421,10,2,2,8,0.8,2,0,0,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,2,1.0,False,False,70,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,70.0,0.0
MP00000000000422,6,4,4,0,0.0,2,0,0,2,2026-05-24 21:04:04,6.122164351851852,1,2,4,4,4.0,False,True,0,75,71.42857142857143,False,,False,False,0.0,False,0,0,False,True,False,False,False,True,False,False,False,45,Restricted,45.0,0.0
MP00000000000423,10,1,1,8,0.8,0,0,1,0,2026-04-27 21:04:04,33.12216435185185,0,0,0,1,0.0,False,False,0,75,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,50.0,0.0
MP00000000000424,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,0.0,0.0
MP00000000000425,10,1,1,8,0.8,1,0,0,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,1,1.0,False,False,25,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,70.0,0.0
MP00000000000426,2,1,1,0,0.0,1,0,0,0,2026-04-25 21:04:04,35.12216435185185,0,0,0,1,0.0,False,False,25,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,True,False,False,False,True,False,False,False,45,Restricted,70.0,0.0
MP00000000000427,12,3,3,7,0.5833333333333334,2,0,0,1,2026-05-24 14:00:00,6.416655092592593,2,2,3,3,3.0,False,True,25,60,85.71428571428571,False,,False,False,0.0,False,0,0,False,True,False,False,False,True,False,False,False,45,Restricted,53.333333333333336,0.0
MP00000000000428,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,25,60,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,0.0,0.0
MP00000000000429,1,1,1,0,0.0,0,0,1,0,2026-05-28 21:04:04,2.122164351851852,1,1,1,1,1.0,False,False,0,75,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,50.0,0.0
MP00000000000430,13,4,4,8,0.6153846153846154,2,0,1,1,2026-05-24 14:00:00,6.416655092592593,1,1,3,4,3.0,False,True,50,0,85.71428571428571,False,,False,False,0.0,False,0,0,False,True,False,False,False,True,False,False,False,45,Restricted,52.5,0.0
MP00000000000431,2,1,1,1,0.5,0,0,1,0,2026-05-02 21:04:04,28.12216435185185,0,0,1,1,1.0,False,False,0,85,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,50.0,0.0
MP00000000000432,12,2,2,9,0.75,2,0,0,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,2,1.0,False,False,50,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,70.0,0.0
MP00000000000433,2,0,0,1,0.5,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,100,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,0.0,0.0
MP00000000000434,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,75,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,0.0,0.0
MP00000000000435,2,0,0,1,0.5,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,85,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,0.0,0.0
MP00000000000436,4,1,1,2,0.5,0,0,1,0,2026-04-22 21:04:04,38.12216435185185,0,0,0,1,0.0,False,False,25,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,50.0,0.0
MP00000000000437,12,3,3,9,0.75,2,0,1,0,2026-05-13 21:04:04,17.12216435185185,0,0,3,3,3.0,False,True,25,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,63.333333333333336,0.0
MP00000000000438,2,1,1,0,0.0,0,0,1,0,2026-04-22 21:04:04,38.12216435185185,0,0,0,1,0.0,False,False,0,0,42.857142857142854,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,50.0,0.0
MP00000000000439,6,3,3,0,0.0,2,0,1,0,2026-05-06 21:04:04,24.12216435185185,0,0,2,3,2.0,False,True,70,85,85.71428571428571,False,,False,False,0.0,False,0,0,False,True,False,False,False,True,False,False,False,45,Restricted,63.333333333333336,0.0
MP00000000000440,14,4,4,8,0.5714285714285714,1,0,2,1,2026-05-24 14:00:00,6.416655092592593,1,2,3,4,3.0,False,True,0,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,47.5,0.0
MP00000000000441,4,1,1,0,0.0,0,0,1,0,2026-05-09 21:04:04,21.12216435185185,0,0,1,1,1.0,False,False,0,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,50.0,0.0
MP00000000000442,5,1,1,1,0.2,1,0,0,0,2026-05-04 21:04:04,26.12216435185185,0,0,1,1,1.0,False,False,50,75,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,70.0,0.0
MP00000000000443,9,0,0,8,0.8888888888888888,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,0.0,0.0
MP00000000000444,2,1,1,0,0.0,1,0,0,0,2026-04-30 21:04:04,30.12216435185185,0,0,0,1,0.0,False,False,70,85,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,70.0,0.0
MP00000000000445,12,2,2,10,0.8333333333333334,1,0,1,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,2,1.0,False,False,25,60,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,60.0,0.0
MP00000000000446,10,1,1,8,0.8,1,0,0,0,2026-05-04 21:04:04,26.12216435185185,0,0,1,1,1.0,False,False,70,85,85.71428571428571,False,,False,False,0.0,False,0,0,False,True,False,False,False,True,False,False,False,45,Restricted,70.0,0.0
MP00000000000447,10,1,1,8,0.8,1,0,0,0,2026-05-12 21:04:04,18.12216435185185,0,0,1,1,1.0,False,False,0,0,42.857142857142854,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,70.0,0.0
MP00000000000448,18,7,7,9,0.5,5,0,2,0,2026-05-24 14:00:00,6.416655092592593,1,2,3,7,0.75,False,True,85,60,85.71428571428571,False,,False,False,0.0,False,0,0,False,True,False,False,False,True,False,False,False,45,Restricted,64.28571428571429,0.0
MP00000000000449,7,4,4,0,0.0,1,0,3,0,2026-05-20 21:04:04,10.122164351851852,0,1,3,4,3.0,False,True,50,75,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,True,True,100,Blocked,55.0,0.0
MP00000000000450,2,1,1,1,0.5,0,0,1,0,2026-05-09 21:04:04,21.12216435185185,0,0,1,1,1.0,False,False,25,60,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,50.0,0.0
MP00000000000451,5,1,1,1,0.2,0,0,1,0,2026-05-04 21:04:04,26.12216435185185,0,0,1,1,1.0,False,False,85,100,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,50.0,0.0
MP00000000000452,12,3,3,8,0.6666666666666666,2,0,1,0,2026-05-24 14:00:00,6.416655092592593,1,1,3,3,3.0,False,True,0,0,71.42857142857143,True,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,True,15,Blocked,63.333333333333336,0.0
MP00000000000453,3,1,1,1,0.3333333333333333,1,0,0,0,2026-04-16 21:04:04,44.12216435185185,0,0,0,1,0.0,False,False,50,75,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,True,False,False,True,True,False,True,100,Blocked,70.0,0.0
MP00000000000454,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,70,85,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,0.0,0.0
MP00000000000455,3,1,1,2,0.6666666666666666,1,0,0,0,2026-05-13 21:04:04,17.12216435185185,0,0,1,1,1.0,False,False,0,60,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,70.0,0.0
MP00000000000456,10,1,1,8,0.8,0,0,1,0,2026-04-23 21:04:04,37.12216435185185,0,0,0,1,0.0,False,False,50,75,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,50.0,0.0
MP00000000000457,12,3,3,9,0.75,3,0,0,0,2026-05-24 21:04:04,6.122164351851852,2,2,2,3,2.0,False,True,0,0,42.857142857142854,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,70.0,0.0
MP00000000000458,2,1,1,1,0.5,1,0,0,0,2026-04-26 21:04:04,34.12216435185185,0,0,0,1,0.0,False,False,85,100,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,70.0,0.0
MP00000000000459,11,3,3,7,0.6363636363636364,0,0,1,1,2026-05-24 14:00:00,6.416655092592593,2,2,2,3,2.0,False,True,70,85,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,23.333333333333332,0.0
MP00000000000460,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,25,60,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,0.0,0.0
MP00000000000461,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,25,0,85.71428571428571,True,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,True,15,Blocked,0.0,0.0
MP00000000000462,11,3,3,8,0.7272727272727273,1,0,2,0,2026-05-24 14:00:00,6.416655092592593,1,2,2,3,2.0,False,True,85,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,56.666666666666664,0.0
MP00000000000463,10,1,1,9,0.9,1,0,0,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,1,1.0,False,False,0,60,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,70.0,0.0
MP00000000000464,1,1,1,0,0.0,1,0,0,0,2026-04-25 21:04:04,35.12216435185185,0,0,0,1,0.0,False,False,25,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,70.0,0.0
MP00000000000465,2,1,1,0,0.0,0,0,0,0,2026-05-08 21:04:04,22.12216435185185,0,0,1,1,1.0,False,False,50,75,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,True,False,True,100,Blocked,0.0,0.0
MP00000000000466,12,2,2,8,0.6666666666666666,1,0,1,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,2,1.0,False,False,0,0,42.857142857142854,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,60.0,0.0
MP00000000000467,2,1,1,1,0.5,1,0,0,0,2026-05-19 21:04:04,11.122164351851852,0,1,1,1,1.0,False,False,0,85,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,70.0,0.0
MP00000000000468,13,3,3,10,0.7692307692307693,3,0,0,0,2026-05-24 14:00:00,6.416655092592593,1,1,2,3,2.0,False,True,0,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,True,False,False,True,False,False,False,55,Restricted,70.0,0.0
MP00000000000469,2,1,1,1,0.5,0,0,1,0,2026-05-10 11:00:00,20.541655092592592,0,0,1,1,1.0,False,False,0,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,True,False,False,True,True,False,True,100,Blocked,50.0,0.0
MP00000000000470,9,0,0,9,1.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,25,0,57.14285714285714,True,,False,False,0.0,False,0,0,False,False,False,False,True,True,True,False,True,100,Blocked,0.0,0.0
MP00000000000471,2,1,1,0,0.0,1,0,0,0,2026-05-26 21:04:04,4.122164351851852,1,1,1,1,1.0,False,False,70,85,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,70.0,0.0
MP00000000000472,2,0,0,1,0.5,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,25,60,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,0.0,0.0
MP00000000000473,1,1,1,0,0.0,1,0,0,0,2026-04-20 21:04:04,40.12216435185185,0,0,0,1,0.0,False,False,25,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,70.0,0.0
MP00000000000474,18,1,1,16,0.8888888888888888,1,0,0,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,1,1.0,False,False,25,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,True,False,False,False,True,False,False,False,45,Restricted,70.0,0.0
MP00000000000475,2,2,2,0,0.0,2,0,0,0,2026-05-28 21:04:04,2.122164351851852,1,1,2,2,2.0,False,False,0,0,42.857142857142854,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,70.0,0.0
MP00000000000476,2,1,1,0,0.0,1,0,0,0,2026-04-23 21:04:04,37.12216435185185,0,0,0,1,0.0,False,False,25,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,70.0,0.0
MP00000000000477,2,1,1,0,0.0,1,0,0,0,2026-05-19 21:04:04,11.122164351851852,0,1,1,1,1.0,False,False,0,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,True,True,100,Blocked,70.0,0.0
MP00000000000478,11,2,2,9,0.8181818181818182,1,0,1,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,2,1.0,False,False,0,60,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,60.0,0.0
MP00000000000479,10,1,1,9,0.9,1,0,0,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,1,1.0,False,False,0,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,70.0,0.0
MP00000000000480,1,1,1,0,0.0,1,0,0,0,2026-05-03 21:04:04,27.12216435185185,0,0,1,1,1.0,False,False,0,0,57.14285714285714,True,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,True,15,Blocked,70.0,0.0
MP00000000000481,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,60,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,0.0,0.0
MP00000000000482,11,1,1,9,0.8181818181818182,1,0,0,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,1,1.0,False,False,0,0,57.14285714285714,True,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,True,30,Blocked,70.0,0.0
MP00000000000483,3,2,2,0,0.0,1,0,1,0,2026-05-24 21:04:04,6.122164351851852,1,2,2,2,2.0,False,False,100,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,60.0,0.0
MP00000000000484,4,1,1,0,0.0,1,0,0,0,2026-05-05 21:04:04,25.12216435185185,0,0,1,1,1.0,False,False,50,60,85.71428571428571,False,,False,False,0.0,False,0,0,False,True,False,False,False,True,False,False,False,45,Restricted,70.0,0.0
MP00000000000485,4,1,1,2,0.5,1,0,0,0,2026-05-13 21:04:04,17.12216435185185,0,0,1,1,1.0,False,False,70,85,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,True,False,False,True,False,False,False,55,Restricted,70.0,0.0
MP00000000000486,13,4,4,8,0.6153846153846154,3,0,1,0,2026-05-24 14:00:00,6.416655092592593,1,1,3,4,3.0,False,True,0,85,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,65.0,0.0
MP00000000000487,2,2,2,0,0.0,2,0,0,0,2026-05-24 21:04:04,6.122164351851852,1,1,2,2,2.0,False,False,25,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,70.0,0.0
MP00000000000488,2,0,0,1,0.5,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,25,60,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,0.0,0.0
MP00000000000489,12,3,3,8,0.6666666666666666,3,0,0,0,2026-05-24 14:00:00,6.416655092592593,1,2,2,3,2.0,False,True,85,100,85.71428571428571,False,,False,False,0.0,False,0,0,False,True,False,False,False,True,False,True,True,100,Blocked,70.0,0.0
MP00000000000490,1,0,0,1,1.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,50,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,True,False,True,100,Blocked,0.0,0.0
MP00000000000491,5,2,2,0,0.0,2,0,0,0,2026-05-15 21:04:04,15.122164351851852,0,0,2,2,2.0,False,False,50,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,True,False,True,100,Blocked,70.0,0.0
MP00000000000492,14,4,4,9,0.6428571428571429,3,0,1,0,2026-05-27 21:04:04,3.122164351851852,2,2,4,4,4.0,False,True,25,60,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,65.0,0.0
MP00000000000493,2,0,0,1,0.5,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,0,42.857142857142854,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,0.0,0.0
MP00000000000494,4,1,1,1,0.25,1,0,0,0,2026-04-21 21:04:04,39.12216435185185,0,0,0,1,0.0,False,False,100,100,85.71428571428571,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,70.0,0.0
MP00000000000495,10,1,1,9,0.9,0,0,1,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,1,1.0,False,False,0,0,71.42857142857143,True,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,True,15,Blocked,50.0,0.0
MP00000000000496,3,2,2,0,0.0,2,0,0,0,2026-05-26 21:04:04,4.122164351851852,1,1,2,2,2.0,False,False,0,0,42.857142857142854,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,70.0,0.0
MP00000000000497,13,3,3,8,0.6153846153846154,3,0,0,0,2026-05-28 21:04:04,2.122164351851852,2,2,2,3,2.0,False,True,25,75,71.42857142857143,False,,False,False,0.0,False,0,0,False,True,False,False,True,True,False,False,False,60,Restricted,70.0,0.0
MP00000000000498,16,6,6,9,0.5625,4,0,1,1,2026-05-24 14:00:00,6.416655092592593,2,3,3,6,1.0,True,True,70,75,85.71428571428571,False,,False,False,0.0,False,0,0,False,True,False,False,False,True,False,False,False,45,Restricted,58.333333333333336,0.0
MP00000000000499,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,0,42.857142857142854,False,,False,False,0.0,False,0,0,False,False,False,False,True,True,False,False,False,30,Eligible,0.0,0.0
